ticker,date
META,2024-07-31
META,2024-04-24
META,2024-02-01
META,2023-10-25
META,2023-07-26
META,2023-04-26
META,2023-02-01
META,2022-10-26
META,2022-07-27
META,2022-04-27
META,2022-02-02
META,2021-10-25
META,2021-07-28
META,2021-04-28
META,2021-01-27
META,2020-10-29
META,2020-07-30
META,2020-04-29
META,2020-01-29
META,2019-10-30
META,2019-07-24
META,2019-04-24
META,2019-01-30
META,2018-10-30
META,2018-07-25
META,2018-04-25
META,2018-01-31
META,2017-11-01
META,2017-07-26
META,2017-05-04
META,2017-02-01
META,2016-11-02
META,2016-07-27
META,2016-04-27
META,2016-01-27
META,2015-11-04
META,2015-07-29
META,2015-04-22
META,2015-01-28
META,2014-10-28
META,2014-07-23
META,2014-04-23
META,2014-01-29
META,2013-10-30
META,2013-07-24
META,2013-05-01
META,2013-01-30
META,2012-10-23
META,2012-07-26
GOOGL,2026-07-23
GOOGL,2026-04-29
GOOGL,2026-02-04
GOOGL,2025-10-29
GOOGL,2025-07-23
GOOGL,2025-04-24
GOOGL,2025-02-04
GOOGL,2024-10-29
GOOGL,2024-07-23
GOOGL,2024-04-25
GOOGL,2024-01-30
GOOGL,2023-10-24
GOOGL,2023-07-25
GOOGL,2023-04-25
GOOGL,2023-02-02
GOOGL,2022-10-25
GOOGL,2022-07-26
GOOGL,2022-04-26
GOOGL,2022-02-01
GOOGL,2021-10-26
GOOGL,2021-07-27
GOOGL,2021-04-27
GOOGL,2021-02-02
GOOGL,2020-10-29
GOOGL,2020-07-30
GOOGL,2020-04-28
GOOGL,2020-02-03
GOOGL,2019-10-28
GOOGL,2019-07-25
GOOGL,2019-04-29
GOOGL,2019-02-04
GOOGL,2018-10-25
GOOGL,2018-07-23
GOOGL,2018-04-23
GOOGL,2018-02-01
GOOGL,2017-10-26
GOOGL,2017-07-24
GOOGL,2017-04-27
GOOGL,2017-01-26
GOOGL,2016-10-27
GOOGL,2016-07-28
GOOGL,2016-04-21
GOOGL,2016-02-01
GOOGL,2015-10-22
GOOGL,2015-07-16
GOOGL,2015-04-23
GOOGL,2015-01-29
GOOGL,2014-10-16
GOOGL,2014-07-17
GOOGL,2014-04-16
GOOGL,2014-01-30
GOOGL,2013-10-17
GOOGL,2013-07-18
GOOGL,2013-04-18
GOOGL,2013-01-22
GOOGL,2012-10-18
GOOGL,2012-07-19
GOOGL,2012-04-12
GOOGL,2012-01-19
GOOGL,2011-10-13
GOOGL,2011-07-14
GOOGL,2011-04-14
GOOGL,2011-01-20
GOOGL,2010-10-14
GOOGL,2010-07-15
GOOGL,2010-05-05
GOOGL,2010-01-21
GOOGL,2009-10-15
GOOGL,2009-07-16
GOOGL,2009-04-16
GOOGL,2009-01-22
GOOGL,2008-10-16
GOOGL,2008-07-17
GOOGL,2008-04-17
GOOGL,2008-01-31
GOOGL,2007-10-18
GOOGL,2007-07-19
GOOGL,2007-04-19
GOOGL,2007-01-31
GOOGL,2006-10-19
GOOGL,2006-07-20
GOOGL,2006-04-20
GOOGL,2006-01-31
GOOGL,2005-10-20
GOOGL,2005-07-21
GOOGL,2005-04-21
GOOGL,2005-02-01
GOOGL,2004-10-21
TSLA,2026-07-22
TSLA,2026-04-22
TSLA,2026-01-28
TSLA,2025-10-22
TSLA,2025-07-23
TSLA,2025-04-22
TSLA,2025-01-29
TSLA,2024-10-23
TSLA,2024-07-23
TSLA,2024-04-23
TSLA,2024-01-24
TSLA,2023-10-18
TSLA,2023-07-19
TSLA,2023-04-19
TSLA,2023-01-25
TSLA,2022-10-19
TSLA,2022-07-20
TSLA,2022-04-20
TSLA,2022-01-26
TSLA,2021-10-20
TSLA,2021-07-26
TSLA,2021-04-26
TSLA,2021-01-27
TSLA,2020-10-21
TSLA,2020-07-22
TSLA,2020-04-29
TSLA,2020-01-29
TSLA,2019-10-23
TSLA,2019-07-24
TSLA,2019-04-24
TSLA,2019-01-30
TSLA,2018-10-24
TSLA,2018-08-01
TSLA,2018-05-02
TSLA,2018-02-07
TSLA,2017-11-01
TSLA,2017-08-02
TSLA,2017-05-03
TSLA,2017-02-22
TSLA,2016-10-26
TSLA,2016-08-03
TSLA,2016-05-04
TSLA,2016-02-10
TSLA,2015-11-03
TSLA,2015-08-05
TSLA,2015-05-06
TSLA,2015-02-11
TSLA,2014-11-05
TSLA,2014-07-31
TSLA,2014-05-07
TSLA,2014-02-19
TSLA,2013-11-05
TSLA,2013-08-07
TSLA,2013-05-08
TSLA,2013-02-20
TSLA,2012-11-05
TSLA,2012-07-25
TSLA,2012-05-09
TSLA,2012-02-15
TSLA,2011-11-02
TSLA,2011-08-03
TSLA,2011-05-04
TSLA,2011-02-15
TSLA,2010-11-09
NFLX,2026-07-16
NFLX,2026-04-16
NFLX,2026-01-20
NFLX,2025-10-21
NFLX,2025-07-17
NFLX,2025-04-17
NFLX,2025-01-21
NFLX,2024-10-17
NFLX,2024-07-18
NFLX,2024-04-18
NFLX,2024-01-23
NFLX,2023-10-18
NFLX,2023-07-19
NFLX,2023-04-18
NFLX,2023-01-19
NFLX,2022-10-18
NFLX,2022-07-19
NFLX,2022-04-19
NFLX,2022-01-20
NFLX,2021-10-19
NFLX,2021-07-20
NFLX,2021-04-20
NFLX,2021-01-19
NFLX,2020-10-20
NFLX,2020-07-16
NFLX,2020-04-21
NFLX,2020-01-21
NFLX,2019-10-16
NFLX,2019-07-17
NFLX,2019-04-16
NFLX,2019-01-17
NFLX,2018-10-16
NFLX,2018-07-16
NFLX,2018-04-16
NFLX,2018-01-22
NFLX,2017-10-16
NFLX,2017-07-17
NFLX,2017-04-17
NFLX,2017-01-18
NFLX,2016-10-17
NFLX,2016-07-18
NFLX,2016-04-18
NFLX,2016-01-19
NFLX,2015-10-14
NFLX,2015-07-15
NFLX,2015-04-15
NFLX,2015-01-20
NFLX,2014-10-15
NFLX,2014-07-21
NFLX,2014-04-21
NFLX,2014-01-22
NFLX,2013-10-21
NFLX,2013-07-22
NFLX,2013-04-22
NFLX,2013-01-23
NFLX,2012-10-23
NFLX,2012-07-24
NFLX,2012-04-23
NFLX,2012-01-25
NFLX,2011-10-24
NFLX,2011-07-25
NFLX,2011-04-25
NFLX,2011-01-26
NFLX,2010-10-20
NFLX,2010-07-21
NFLX,2010-04-21
NFLX,2010-01-27
NFLX,2009-10-22
NFLX,2009-07-23
NFLX,2009-04-23
NFLX,2009-01-26
NFLX,2008-10-20
NFLX,2008-07-25
NFLX,2008-04-21
NFLX,2008-01-23
NFLX,2007-10-22
NFLX,2007-07-23
NFLX,2007-04-18
NFLX,2007-01-24
NFLX,2006-10-23
NFLX,2006-07-24
NFLX,2006-04-24
NFLX,2006-01-24
NFLX,2005-10-19
NFLX,2005-07-25
NFLX,2005-04-21
NFLX,2005-01-24
NFLX,2004-10-14
NFLX,2004-07-15
NFLX,2004-04-15
NFLX,2004-01-21
NFLX,2003-10-15
NFLX,2003-07-17
NFLX,2003-04-17
NFLX,2003-01-15
NFLX,2002-10-17
NFLX,2002-07-24
COST,2026-09-24
COST,2026-05-28
COST,2026-03-05
COST,2025-12-11
COST,2025-09-25
COST,2025-05-29
COST,2025-03-06
COST,2024-12-12
COST,2024-09-26
COST,2024-06-06
COST,2024-03-07
COST,2023-12-14
COST,2023-09-26
COST,2023-06-01
COST,2023-03-02
COST,2022-12-08
COST,2022-10-05
COST,2022-05-26
COST,2022-03-03
COST,2021-12-09
COST,2021-09-23
COST,2021-05-27
COST,2021-03-04
COST,2020-12-10
COST,2020-09-24
COST,2020-05-28
COST,2020-03-05
COST,2019-12-12
COST,2019-10-03
COST,2019-05-30
COST,2019-03-07
COST,2018-12-13
COST,2018-10-04
COST,2018-05-31
COST,2018-03-07
COST,2017-12-14
COST,2017-10-05
COST,2017-05-25
COST,2017-03-02
COST,2016-12-07
COST,2016-09-29
COST,2016-05-25
COST,2016-03-02
COST,2015-12-08
COST,2015-09-29
COST,2015-05-27
COST,2015-03-05
COST,2014-12-10
COST,2014-10-08
COST,2014-05-29
COST,2014-03-06
COST,2013-12-11
COST,2013-10-09
COST,2013-05-30
COST,2013-03-12
COST,2012-12-12
COST,2012-10-10
COST,2012-05-24
COST,2012-02-29
COST,2011-12-08
COST,2011-10-05
COST,2011-05-25
COST,2011-03-02
COST,2010-12-08
COST,2010-10-06
COST,2010-05-27
COST,2010-03-03
COST,2009-12-10
COST,2009-10-07
COST,2009-05-28
COST,2009-03-04
COST,2008-12-11
COST,2008-10-08
COST,2008-05-29
COST,2008-03-05
COST,2007-12-13
COST,2007-10-10
COST,2007-05-31
COST,2007-03-08
COST,2006-12-14
COST,2006-10-12
COST,2006-06-16
COST,2006-03-02
COST,2005-12-08
COST,2005-10-06
COST,2005-05-26
COST,2005-03-02
COST,2004-12-09
COST,2004-10-07
COST,2004-05-27
COST,2004-03-03
COST,2003-12-09
COST,2003-10-08
COST,2003-05-28
COST,2003-03-05
COST,2002-12-12
COST,2002-10-10
COST,2002-05-30
COST,2002-03-05
COST,2001-12-13
